class,value
mm,1.662326191
mm,1.472376001
mm,1.482370782
mm,1.95454266
mm,2.067025309
mm,2.103504802
mm,1.422899151
mm,1.668203277
mm,2.010805666
mm,1.580947759
mm,1.646026283
mm,2.33107602
mm,1.812132399
mm,2.002410995
mm,1.520446202
mm,2.228153968
mm,1.546112974
mm,1.74917917
mm,1.716840739
mm,2.15424743
mm,1.600715358
mm,1.996088131
mm,1.895756454
mm,1.871015763
mm,2.855343656
mm,2.193193131
mm,1.691304859
mm,2.004816659
mm,1.616736758
mm,2.119110448
mm,1.53570949
mm,1.745510578
mm,3.991207531
mm,4.046743835
mm,3.618792156
mm,4.274317519
mm,3.353249043
mm,3.844960002
mm,3.521089587
mm,3.590146474
mm,3.361200589
mm,3.567094934
mm,3.830984138
mm,3.829564246
mm,3.56979863
mm,3.464415286
mm,3.580969264
mm,3.321148587
mm,3.852467546
mm,4.463687209
mm,3.700536346
mm,4.056918645
mm,3.5513493
mm,3.899506095
mm,3.553485791
mm,3.887089459
mm,4.2683542
mm,3.532895407
mm,3.652373175
mm,3.637305869
mm,3.018093177
mm,3.473739943
mm,3.70483201
mm,3.792452114
mm,3.773872054
mm,3.885646978
mm,3.904981419
mm,3.836098434
mm,4.513833571
mm,4.002088727
mm,4.112975199
mm,3.772493799
mm,3.534438445
mm,3.816591404
mm,3.635771104
mm,3.476417848
mm,3.899106294
mm,3.80673949
mm,3.544980985
mm,3.686807692
mm,3.822797518
mm,3.475795039
mm,1.642027374
mm,2.049615686
mm,2.985216571
mm,2.015769919
mm,1.926816355
mm,1.361466731
mm,1.304415945
mm,2.310398427
mm,1.64887387
mm,2.210172152
mm,2.143495624
mm,1.725528898
mm,1.982605116
mm,1.803547891
mm,1.626958408
mm,1.961011749
mm,2.091511817
mm,1.863840723
mm,1.53459285
mm,2.158345992
mm,1.843411842
mm,2.193786224
mm,1.626770901
mm,1.824470092
mm,1.723102863
mm,2.473195469
mm,2.121425702
mm,1.818297887
mm,2.116390533
mm,1.882508851
mm,1.980870323
mm,2.210384595
mm,2.064365029
mm,2.246418902
mm,2.058630435
mm,1.821564355
mm,2.078507498
mm,1.721274591
mm,2.07095596
mm,2.142912199
mm,1.921025985
mm,1.43414727
mm,2.082551858
mm,1.673235757
mm,1.846207756
mm,2.466357303
mm,2.166134597
mm,1.81096929
mm,2.396528102
mm,2.23693462
mm,3.676698643
mm,3.366017319
mm,3.597725362
mm,3.710362587
mm,4.213939816
mm,3.414496421
mm,4.307315878
mm,4.222255504
mm,3.640657215
mm,3.846422727
mm,3.898568962
mm,3.95654272
mm,3.468434795
mm,3.812614033
mm,3.637575188
mm,4.164837886
mm,4.459128308
mm,4.203235811
mm,4.087448884
mm,3.956162438
mm,4.433133368
mm,3.667497847
mm,3.966668171
mm,3.889663759
mm,3.787997132
mm,3.617717037
mm,3.766441565
mm,4.067693552
mm,3.379183687
mm,3.810096234
mm,4.251009398
mm,3.643841008
mm,4.035832151
mm,3.803578503
mm,4.046670411
mm,4.455788623
mm,4.550377094
mm,3.953398239
mm,4.088357237
mm,3.376230153
mm,3.936011472
mm,3.944889557
mm,3.334390622
mm,3.185670048
mm,4.257330482
mm,4.101234633
mm,3.517293496
mm,3.831606903
mm,3.717509057
mm,3.741511459
mm,1.890137748
mm,1.6634551
mm,1.867273479
mm,1.989687441
mm,1.451296709
mm,2.03149239
mm,1.809439191
mm,1.831486991
mm,1.426337859
mm,2.480816448
mm,1.085154759
mm,2.105393276
mm,1.831801025
mm,2.248315491
mm,1.75614276
mm,1.943725983
mm,1.863797737
mm,1.789210672
mm,2.730430628
mm,2.156484673
mm,1.487655563
mm,2.388627517
mm,1.808389793
mm,1.88347575
mm,1.717068178
mm,2.022537684
mm,2.109258861
mm,2.182818853
mm,1.887657992
mm,1.368352217
mm,1.995248889
mm,2.07230463
mm,2.082829842
mm,1.845903559
mm,2.362219642
mm,2.2551062
mm,2.09114199
mm,1.454844957
mm,1.46649294
mm,1.468010061
mm,2.505328773
mm,1.601758853
mm,1.616109887
mm,2.180819331
mm,1.834930091
mm,1.78329706
mm,1.824306772
mm,1.739351035
mm,2.044945924
mm,1.403153422
mm,3.768270355
mm,4.209642026
mm,3.884731437
mm,3.755174327
mm,4.268510716
mm,4.100595944
mm,3.887682679
mm,3.152011546
mm,3.716930524
mm,4.096892555
mm,3.650175475
mm,3.786291175
mm,3.885125072
mm,2.988575815
mm,3.784016876
mm,3.586142041
mm,3.246668003
mm,4.073969753
mm,3.626961791
mm,3.72658637
mm,3.350338725
mm,4.206422701
mm,3.750095702
mm,3.522510014
mm,4.252878668
mm,3.947674469
mm,3.703049287
mm,3.576036973
mm,3.677590657
mm,3.861719075
mm,3.358875682
mm,3.376416792
mm,3.772674198
mm,3.238612548
mm,4.126955924
mm,3.640944159
mm,4.170079151
mm,3.486452161
mm,3.865940346
mm,3.850118453
mm,3.81078366
mm,3.552909101
mm,4.275194358
mm,3.583147222
mm,3.931524176
mm,4.176823853
mm,3.613011335
mm,3.326786843
mm,3.966740834
mm,3.96359499
mm,1.823145627
mm,2.012544642
mm,1.866981248
mm,1.995744593
mm,2.121238705
mm,2.02546541
mm,1.684641706
mm,1.955073589
mm,2.223882702
mm,2.427374658
mm,1.680945261
mm,2.30487002
mm,1.988023311
mm,2.030883443
mm,2.054694424
mm,1.6428715
mm,2.021351928
mm,1.775016004
mm,2.22322134
mm,1.693366223
mm,2.32293973
mm,1.982237786
mm,2.051893413
mm,1.460043847
mm,2.535424199
mm,2.101043198
mm,1.549598462
mm,1.65384622
mm,1.904439699
mm,1.818103687
mm,2.183309644
mm,1.916743779
mm,1.546173622
mm,2.148765055
mm,1.902832736
mm,1.724896792
mm,1.381734302
mm,2.303155979
mm,1.99199115
mm,2.058959409
mm,2.064420815
mm,2.015046802
mm,1.911062617
mm,1.555062694
mm,2.017745475
mm,1.656568256
mm,2.079967078
mm,1.572254508
mm,1.741241927
mm,2.224527321
mm,3.631108182
mm,4.061346354
mm,4.449996496
mm,3.72970644
mm,3.165785886
mm,3.955484985
mm,3.709878163
mm,3.44380978
mm,3.012655302
mm,4.328643834
mm,3.726389411
mm,3.79710321
mm,3.566121451
mm,4.018802352
mm,3.947301941
mm,3.771669465
mm,3.469340694
mm,3.896233055
mm,4.173314818
mm,4.267290247
mm,3.747794228
mm,3.997340549
mm,4.41858482
mm,3.847607625
mm,3.849405027
mm,3.773928735
mm,4.109658625
mm,4.188610402
mm,4.312266422
mm,3.678755468
mm,3.71783608
mm,3.53850286
mm,4.12389179
mm,3.940422508
mm,4.209257818
mm,3.491019665
mm,3.918358544
mm,4.104198792
mm,3.442515311
mm,3.718215805
mm,3.700727754
mm,4.718452183
mm,3.879197726
mm,3.37891416
mm,3.64921182
mm,3.634837938
mm,3.991033681
mm,3.246607561
mm,3.899284277
mm,3.231818113
mm,1.508427856
mm,1.882336383
mm,1.786597778
mm,1.574681426
mm,1.807702408
mm,2.229172131
mm,2.119349475
mm,2.131886621
mm,2.260549861
mm,1.751023087
mm,1.944716861
mm,1.941950437
mm,1.873629301
mm,1.886701525
mm,2.284471525
mm,1.570957561
mm,2.013373173
mm,1.995804379
mm,2.007011796
mm,1.844271188
mm,1.865086611
mm,1.975898887
mm,2.005380763
mm,2.307083296
mm,1.769687482
mm,2.489877721
mm,1.930535465
mm,1.492140534
mm,1.377931688
mm,1.665813255
mm,2.346781875
mm,2.194088333
mm,1.18788943
mm,1.863095662
mm,1.522026627
mm,1.49744098
mm,1.891438109
mm,1.870955933
mm,2.032788609
mm,2.054861368
mm,2.254821949
mm,2.09322963
mm,1.988256599
mm,1.660518283
mm,1.550113178
mm,1.909290439
mm,1.570224583
mm,1.584522373
mm,2.001643114
mm,1.901197522
mm,3.274131314
mm,3.44873571
mm,3.457499389
mm,3.860812599
mm,4.083570197
mm,3.863923634
mm,3.829129937
mm,4.198039339
mm,3.645604151
mm,3.885111393
mm,3.703707612
mm,3.353500937
mm,3.756154111
mm,3.564984249
mm,3.781307069
mm,4.454582406
mm,3.626034405
mm,4.081342922
mm,3.831702889
mm,3.71213745
mm,3.913639284
mm,3.521745047
mm,3.915510078
mm,3.991620876
mm,4.005915725
mm,3.847858987
mm,3.452510136
mm,3.690126851
mm,3.354577057
mm,3.942720973
mm,3.305230583
mm,3.45492842
mm,3.617056248
mm,3.821754556
mm,3.39508813
mm,4.022188771
mm,3.591709372
mm,3.550842458
mm,3.645373592
mm,3.613727268
mm,3.699803387
mm,4.417556447
mm,3.809536339
mm,3.757179063
mm,3.571947721
mm,4.567337073
mm,4.242246049
mm,3.611789593
mm,3.433372572
mm,3.441226359
mm,2.013938258
mm,1.573014023
mm,1.739855872
mm,1.777902835
mm,2.080649259
mm,1.818056556
mm,1.711242056
mm,1.293482419
mm,2.085682118
mm,2.499132928
mm,1.592193944
mm,2.017291061
mm,2.008827299
mm,1.809646429
mm,1.881132642
mm,2.128125894
mm,2.153806033
mm,2.175860091
mm,2.136197011
mm,1.761534762
mm,2.086618253
mm,2.124675838
mm,1.985329068
mm,1.567651565
mm,1.834240571
mm,1.739132764
mm,1.904732096
mm,1.777939751
mm,1.308354688
mm,2.183326633
mm,1.797230526
mm,2.313997651
mm,2.114613872
mm,2.018242844
mm,2.456903961
mm,2.134399217
mm,2.170323235
mm,2.244456034
mm,1.97647986
mm,2.450696039
mm,1.770055268
mm,1.584374246
mm,2.606339398
mm,1.633537662
mm,1.414855645
mm,1.624045388
mm,1.940292728
mm,1.61514726
mm,1.543425829
mm,2.320149778
mm,4.392950317
mm,3.889978339
mm,3.088924334
mm,3.732709111
mm,4.106979623
mm,3.590921562
mm,4.177370143
mm,3.283985104
mm,3.795500188
mm,3.283711378
mm,3.103255261
mm,3.396657581
mm,3.446356912
mm,3.945155043
mm,3.662941769
mm,3.916235767
mm,3.722253849
mm,3.50454119
mm,4.192875355
mm,3.934653941
mm,4.000679588
mm,3.767248445
mm,3.715198448
mm,3.387807307
mm,3.166579367
mm,4.074429689
mm,3.868134318
mm,4.046594997
mm,4.531504509
mm,3.72211918
mm,3.950698986
mm,3.258404247
mm,3.113947418
mm,4.020048634
mm,3.670489381
mm,3.734334663
mm,3.512888527
mm,3.874105991
mm,4.434791397
mm,4.072961982
mm,4.259832761
mm,3.397928673
mm,4.06730865
mm,3.884744362
mm,4.446351832
mm,3.988944463
mm,4.147692032
mm,3.677014519
mm,4.009298834
mm,4.173764511
mm,1.632507349
mm,1.924420392
mm,1.724556593
mm,1.986993335
mm,1.838926244
mm,2.237861532
mm,2.022428235
mm,2.078249486
mm,1.776473357
mm,2.022616587
mm,2.391951366
mm,1.610573439
mm,1.950603229
mm,1.525351731
mm,2.254548869
mm,2.046899866
mm,2.018568208
mm,1.434523081
mm,2.019135816
mm,1.788108474
mm,1.843622144
mm,1.828013303
mm,1.675789482
mm,1.517351734
mm,1.270524074
mm,2.245859767
mm,2.34914314
mm,1.583122993
mm,1.912439995
mm,2.385221414
mm,1.757499884
mm,1.953455483
mm,1.876816873
mm,1.67615314
mm,1.938317929
mm,1.429078191
mm,1.921982394
mm,2.090650751
mm,2.322995881
mm,2.16292739
mm,1.510402802
mm,2.193362272
mm,1.469514478
mm,2.300119516
mm,2.263103143
mm,1.86876385
mm,1.876428694
mm,2.338728896
mm,1.936295207
mm,2.163105565
mm,4.077322524
mm,3.347778931
mm,4.202244407
mm,4.101349378
mm,3.925371514
mm,4.067615035
mm,4.150514753
mm,3.588283146
mm,3.299494045
mm,4.361891566
mm,3.894040995
mm,3.917959053
mm,3.545174031
mm,3.622938848
mm,4.218915225
mm,3.742980516
mm,3.795340219
mm,2.961385796
mm,3.462412707
mm,3.998530204
mm,3.875980286
mm,4.186496435
mm,3.778208803
mm,3.568852337
mm,3.893548155
mm,3.888315115
mm,3.452891578
mm,3.426568999
mm,3.449235212
mm,4.086116504
mm,3.717801179
mm,3.801079453
mm,3.814349225
mm,3.649890804
mm,3.51200781
mm,3.530487066
mm,3.579874198
mm,3.999948671
mm,4.461666479
mm,3.684326573
mm,3.6329188
mm,3.715055875
mm,3.709540459
mm,3.533182927
mm,4.306317886
mm,3.998877381
mm,3.724367478
mm,3.943221347
mm,3.530873869
mm,3.408498795
mm,2.456485282
mm,2.281538364
mm,2.221914496
mm,1.786213144
mm,2.335439365
mm,2.12297564
mm,2.22032925
mm,1.651123074
mm,2.087303826
mm,1.590707896
mm,1.548647208
mm,2.073173582
mm,1.719033756
mm,2.190103416
mm,2.230083237
mm,2.31539019
mm,1.857267064
mm,1.936269832
mm,1.517337565
mm,1.592035346
mm,2.00104128
mm,2.352860025
mm,2.048263807
mm,1.977891582
mm,1.913013154
mm,1.329587201
mm,2.022630834
mm,1.514207385
mm,1.594691067
mm,1.810271843
mm,1.871297724
mm,1.409443681
mm,1.72330517
mm,2.437795994
mm,1.998367662
mm,1.421801151
mm,1.751756261
mm,2.26863162
mm,1.730030185
mm,2.089852989
mm,1.698834854
mm,2.032471324
mm,1.595285705
mm,2.031478766
mm,1.567219318
mm,1.775691959
mm,1.248731105
mm,1.800200416
mm,1.828356938
mm,2.04458024
mm,3.581135962
mm,3.379488087
mm,4.070168154
mm,4.13798254
mm,3.787617417
mm,3.8999975
mm,3.803341385
mm,3.58200078
mm,3.905359409
mm,3.324106874
mm,3.347413783
mm,4.059666218
mm,4.039593987
mm,4.025048185
mm,3.990501101
mm,3.780614974
mm,3.724386211
mm,3.716229328
mm,3.707388043
mm,3.756162456
mm,4.228373982
mm,2.742835867
mm,3.92923697
mm,3.645499948
mm,3.396815636
mm,3.360819359
mm,3.79421986
mm,3.81423667
mm,3.426586779
mm,3.80544027
mm,3.810946906
mm,4.245381105
mm,3.789882937
mm,3.994802871
mm,3.667715578
mm,3.811847085
mm,3.591295237
mm,3.82377258
mm,4.021491181
mm,3.944557909
mm,4.233714887
mm,4.243643015
mm,3.901017847
mm,3.451219373
mm,4.304673541
mm,3.665576909
mm,2.949356764
mm,3.487014112
mm,2.924116584
mm,3.748574397
mm,2.569650019
mm,2.063510573
mm,1.854073653
mm,2.272165161
mm,1.71565834
mm,2.190862194
mm,1.6738221
mm,2.354231399
mm,2.204335957
mm,1.805430472
mm,2.277304017
mm,1.565165716
mm,1.616704896
mm,1.525262912
mm,1.971038342
mm,2.075774814
mm,1.780499584
mm,2.316005774
mm,1.865725949
mm,1.908516433
mm,2.116984971
mm,2.130987802
mm,2.154654204
mm,1.85388911
mm,1.982449465
mm,2.279274436
mm,1.985765002
mm,2.195927607
mm,2.013122183
mm,2.14123403
mm,1.736866313
mm,1.797056663
mm,1.924251107
mm,1.77604173
mm,1.526029435
mm,1.691448643
mm,2.06614587
mm,1.801487478
mm,1.518436527
mm,1.719663416
mm,2.154582019
mm,1.882574643
mm,1.682363427
mm,2.439596286
mm,1.93598742
mm,2.117759807
mm,1.916801888
mm,2.106587566
mm,2.283160982
mm,1.927088617
mm,3.957729767
mm,4.220636292
mm,3.436890889
mm,3.714117353
mm,3.912840595
mm,4.395108033
mm,3.836688252
mm,3.524854532
mm,3.079856052
mm,4.140570216
mm,4.157589407
mm,3.601602571
mm,3.977655766
mm,3.584452804
mm,4.096998081
mm,3.620059603
mm,3.954904858
mm,3.752554405
mm,3.878082653
mm,3.295896836
mm,3.655705671
mm,3.850901655
mm,3.777666009
mm,3.921924869
mm,4.062202601
mm,3.4838507
mm,3.94203912
mm,3.601982503
mm,3.475911386
mm,3.485599339
mm,4.136322796
mm,4.019531083
mm,3.705092875
mm,4.529377875
mm,3.34421726
mm,4.073631198
mm,4.091240782
mm,3.709445511
mm,3.54498556
mm,3.709343559
mm,3.805869138
mm,3.70216554
mm,3.771631194
mm,4.173133023
mm,3.965333071
mm,3.668975169
mm,3.539398589
mm,3.433782922
mm,3.972378642
mm,3.209921091
mm,1.877120192
mm,1.364384774
mm,2.140081002
mm,1.95707605
mm,1.616447661
mm,2.263238172
mm,2.044599786
mm,2.480170905
mm,1.758455113
mm,2.217380053
mm,2.337893649
mm,1.711375842
mm,2.421488689
mm,2.113659892
mm,2.171587415
mm,1.919572027
mm,1.30543429
mm,2.514990126
mm,1.711778287
mm,2.187506654
mm,1.493573604
mm,1.604973841
mm,2.015332685
mm,1.9545276
mm,1.714946183
mm,1.460630786
mm,1.691121469
mm,1.269653862
mm,1.674260633
mm,1.907514577
mm,1.748584968
mm,2.741745967
mm,2.417371429
mm,1.183769467
mm,1.827479489
mm,1.961024704
mm,2.144817921
mm,1.464581765
mm,2.132709619
mm,1.198495617
mm,1.589618342
mm,2.347056838
mm,1.299292237
mm,1.847424905
mm,2.305853798
mm,2.00575249
mm,2.026791547
mm,1.559059292
mm,2.165208463
mm,1.653137798
mm,4.086220976
mm,4.043183095
mm,3.533863229
mm,3.432602298
mm,3.894282185
mm,3.357388169
mm,4.079854299
mm,3.807497214
mm,3.726462685
mm,3.562407175
mm,3.821655396
mm,3.566216474
mm,3.754382648
mm,3.842817532
mm,3.640735156
mm,3.597095534
mm,3.881984421
mm,3.133313776
mm,3.413396316
mm,3.278516513
mm,3.816170143
mm,4.179315075
mm,3.829811371
mm,3.494585925
mm,3.618057813
mm,3.440736201
mm,3.877584292
mm,4.275186143
mm,3.465917399
mm,3.911234712
mm,4.15730905
mm,3.384120652
mm,4.497290727
mm,3.816249246
mm,3.837384168
mm,3.545832909
mm,4.041009089
mm,3.545676523
mm,3.296579988
mm,3.865841787
mm,3.711273311
mm,3.379513701
mm,4.025160578
mm,3.216876771
mm,3.303641222
mm,4.095839336
mm,3.441837722
mm,3.828723384
mm,4.180661299
mm,3.701605711
mm,2.019898156
mm,1.682600111
mm,1.812390218
mm,1.842152305
mm,2.081633139
mm,2.232936168
mm,2.149072915
mm,1.533351095
mm,1.811224027
mm,2.041392405
mm,2.456057325
mm,1.929043988
mm,2.592193361
mm,1.82190631
mm,2.023725773
mm,2.103237843
mm,1.697356811
mm,2.026059708
mm,1.888440632
mm,1.572225696
mm,2.066673851
mm,1.732154803
mm,2.149139529
mm,1.916545008
mm,1.536183361
mm,1.882548298
mm,1.461113278
mm,1.768405539
mm,1.663697809
mm,2.439298367
mm,2.536585417
mm,2.097945672
mm,2.074653656
mm,2.168439468
mm,1.834208746
mm,2.56428079
mm,2.005920869
mm,2.115592433
mm,1.810520855
mm,0.982400662
mm,2.012742474
mm,1.841696041
mm,2.209979651
mm,1.642206533
mm,2.242026433
mm,1.992088339
mm,2.556035325
mm,1.231032287
mm,0.993217454
mm,1.992197408
mm,4.238434006
mm,4.048397336
mm,3.617572791
mm,3.037659609
mm,3.69368847
mm,4.048745239
mm,3.272107569
mm,3.646899459
mm,3.411159445
mm,3.42220974
mm,3.979511922
mm,3.626419326
mm,3.905191518
mm,3.849194996
mm,3.620775435
mm,3.796927131
mm,4.028166225
mm,3.806395618
mm,3.236961732
mm,4.510100699
mm,3.837309267
mm,3.658646409
mm,4.267846191
mm,4.249075681
mm,4.126706276
mm,4.126757416
mm,3.868708412
mm,3.941403208
mm,3.231143544
mm,4.231214025
mm,4.0485484
mm,4.004916362
mm,3.106830416
mm,4.078929478
mm,3.61434889
mm,3.957185897
mm,3.644600069
mm,2.984946906
mm,3.632925622
mm,4.000995702
mm,4.266360775
mm,3.644041007
mm,3.468551531
mm,3.630474252
mm,3.898656758
mm,4.069696486
mm,3.696435632
mm,4.061877708
mm,3.526603461
mm,4.120137007
mm,2.232870596
mm,2.316673365
mm,1.864547224
mm,1.877293231
mm,1.747006141
mm,2.149124946
mm,2.367137565
mm,2.15462133
mm,2.358390852
mm,2.165238713
mm,1.876259021
mm,2.078916174
mm,1.604716934
mm,2.181664886
mm,2.004546365
mm,2.463741656
mm,1.427594756
mm,2.027384912
mm,1.666433542
mm,2.189048155
mm,2.104121606
mm,2.353492102
mm,2.258699056
mm,2.148709576
mm,1.404173322
mm,1.985583559
mm,2.088593241
mm,1.541381291
mm,2.259556636
mm,2.272587271
mm,1.889617979
mm,1.954655841
mm,1.866052058
mm,1.53589003
mm,1.635569346
mm,1.728314344
mm,1.880043068
mm,1.786199241
mm,2.09731119
mm,1.627124512
mm,2.149704567
mm,1.612736472
mm,1.577510134
mm,2.230446924
mm,2.18104143
mm,1.944081689
mm,1.805685448
mm,1.961047084
mm,1.984299026
mm,2.281061527
mm,3.483205119
mm,3.965731423
mm,3.919153696
mm,3.504819645
mm,4.190838675
mm,3.579547548
mm,4.085715379
mm,3.851845419
mm,3.556201367
mm,4.085521184
mm,4.552787438
mm,3.727631953
mm,3.315564276
mm,4.102997743
mm,3.510905222
mm,3.699487289
mm,4.276775946
mm,3.688315286
mm,4.150038124
mm,4.155067144
mm,4.083775643
mm,4.406684507
mm,3.868558336
mm,4.068436106
mm,3.601730455
mm,3.614469152
mm,4.183100089
mm,3.837187502
mm,3.887245316
mm,3.282009265
mm,3.61748674
mm,4.584344628
mm,3.548139875
mm,3.869703304
mm,3.137858065
mm,3.814078931
mm,3.847551155
mm,3.825499656
mm,3.705094069
mm,3.572361114
mm,3.844114096
mm,4.173879023
mm,3.522819522
mm,4.155556868
mm,3.8498815
mm,3.93846145
mm,3.360605504
mm,3.094490506
mm,4.354952532
mm,4.047666302
mm,2.035375866
mm,2.048827405
mm,2.019014507
mm,2.212786461
mm,1.866986613
mm,1.795566607
mm,1.581056745
mm,1.422799572
mm,1.555752569
mm,2.155411214
mm,1.74969855
mm,1.357943837
mm,1.56180686
mm,2.397360498
mm,1.962594054
mm,2.003551451
mm,1.708364153
mm,1.627042223
mm,1.607603261
mm,1.767967518
mm,1.335573027
mm,2.403056135
mm,1.907534877
mm,1.895708032
mm,2.159226628
mm,1.477883321
mm,1.594395529
mm,1.358554443
mm,1.36516487
mm,2.16330246
mm,1.673528342
mm,1.996952913
mm,1.638008572
mm,2.134562352
mm,1.652448596
mm,1.847491664
mm,1.670663844
mm,2.259706504
mm,1.807448843
mm,1.47422497
mm,1.515273373
mm,1.521062599
mm,2.382297576
mm,1.930315715
mm,1.962044657
mm,2.068664985
mm,1.949888915
mm,1.921819881
mm,1.925176328
mm,2.231382973
mm,3.177595731
mm,3.460942226
mm,4.498800636
mm,3.507331224
mm,4.395886477
mm,4.003764525
mm,3.255636183
mm,3.666381013
mm,3.336371437
mm,3.531739348
mm,3.368626835
mm,3.809817596
mm,3.792901954
mm,3.902104203
mm,3.45071294
mm,4.069447779
mm,3.214228245
mm,3.852877886
mm,3.71567328
mm,4.122677546
mm,3.89095284
mm,3.5945987
mm,3.287443043
mm,4.565615497
mm,3.834069975
mm,4.012786074
mm,3.830492734
mm,4.069670197
mm,4.068728274
mm,3.104007378
mm,3.675394018
mm,3.428308392
mm,3.213443801
mm,4.135223187
mm,3.894485917
mm,3.542735985
mm,3.79159245
mm,4.136898383
mm,4.054129816
mm,3.67925043
mm,3.766834348
mm,3.726384184
mm,3.839628692
mm,3.42755951
mm,3.79926881
mm,4.186107443
mm,3.65735817
mm,3.793898402
mm,3.509684109
mm,4.03104285
mm,1.702836441
mm,1.673601245
mm,1.555193573
mm,2.282183878
mm,1.9032327
mm,1.742158939
mm,1.811409378
mm,2.041297601
mm,2.277994228
mm,1.568100387
mm,1.979650806
mm,2.339032305
mm,2.689814066
mm,2.338240072
mm,1.795281398
mm,1.523467074
mm,2.032111205
mm,1.52308877
mm,1.587299565
mm,1.854463783
mm,1.655525208
mm,2.017561255
mm,1.604056711
mm,1.502771267
mm,1.754915694
mm,2.019612956
mm,1.8552677
mm,2.013380168
mm,1.334000117
mm,1.429409278
mm,2.100898542
mm,1.759615114
mm,1.910365341
mm,2.045659283
mm,1.861358397
mm,1.58989742
mm,1.973894328
mm,1.626154191
mm,1.539756738
mm,1.630571191
mm,1.895080221
mm,1.952950507
mm,2.034586551
mm,1.962970447
mm,1.765431863
mm,2.374885767
mm,2.088631615
mm,2.696610998
mm,1.714427503
mm,1.762547137
mm,3.977688783
mm,3.819964463
mm,3.97380383
mm,3.535641465
mm,3.25844968
mm,3.182237166
mm,3.91488593
mm,4.081042919
mm,3.437769217
mm,3.512323337
mm,3.539436094
mm,4.139196631
mm,3.884417932
mm,4.147563307
mm,4.627176613
mm,4.120519535
mm,3.528596468
mm,4.427165928
mm,3.838052733
mm,3.916188334
mm,3.679401453
mm,4.061447581
mm,3.750955434
mm,3.818620173
mm,3.716201466
mm,4.197208474
mm,3.629311914
mm,3.52226104
mm,4.057556901
mm,3.858027783
mm,3.482760917
mm,3.709372982
mm,3.692425103
mm,3.683817716
mm,4.321059196
mm,3.761269599
mm,3.780823839
mm,4.394058965
mm,4.017234778
mm,3.683179664
mm,3.228871395
mm,3.192233877
mm,3.765838446
mm,3.60076352
mm,3.97642482
mm,4.051414998
mm,3.635846506
mm,4.047725528
mm,3.728014033
mm,3.305094565
mm,2.043584205
mm,1.765344639
mm,2.159613308
mm,1.531037275
mm,2.024163738
mm,1.851002754
mm,1.672049729
mm,1.891477114
mm,1.936256778
mm,2.225990188
mm,1.932000203
mm,2.070510793
mm,2.17043884
mm,2.747994378
mm,2.114144371
mm,2.055281946
mm,2.000173037
mm,1.957842682
mm,1.471037477
mm,1.897234395
mm,2.462692609
mm,2.410444782
mm,1.880386624
mm,2.297443783
mm,2.176279532
mm,1.663493631
mm,2.3124869
mm,1.551778107
mm,1.514852695
mm,1.38930181
mm,1.689502258
mm,1.634673409
mm,1.821643211
mm,2.344937556
mm,2.343148046
mm,1.332439484
mm,2.395942434
mm,2.031787719
mm,1.830282826
mm,2.08390834
mm,2.342633401
mm,1.737729548
mm,2.143232156
mm,2.30902865
mm,1.907457506
mm,2.120770922
mm,1.659590145
mm,1.731447352
mm,1.941488107
mm,2.720251305
mm,3.738685443
mm,4.407368164
mm,3.820916765
mm,3.763276343
mm,4.223908632
mm,4.252586285
mm,3.107736579
mm,4.119148132
mm,3.860948945
mm,3.672563529
mm,3.558795732
mm,3.951729056
mm,4.17894855
mm,3.80680794
mm,3.844445054
mm,3.958209253
mm,3.606959517
mm,3.776211281
mm,3.644631654
mm,3.621967277
mm,3.978849438
mm,4.05681143
mm,4.036456938
mm,3.639846431
mm,3.5497967
mm,3.996233564
mm,3.947118553
mm,4.230956949
mm,3.461213564
mm,3.538543119
mm,3.648562097
mm,3.929161661
mm,4.16050933
mm,3.70031487
mm,4.043385094
mm,3.589754839
mm,3.675331982
mm,3.016774161
mm,3.849451017
mm,3.553658535
mm,3.595117643
mm,3.474343023
mm,3.75452722
mm,4.244055014
mm,4.226371476
mm,3.567885308
mm,3.641516421
mm,4.394247969
mm,3.849515906
mm,3.677902224
mm,1.900952898
mm,2.468196238
mm,2.349702221
mm,1.646423029
mm,2.120478902
mm,2.215580259
mm,2.409413029
mm,2.150095066
mm,2.160638696
mm,2.081664952
mm,1.545114456
mm,1.849452428
mm,2.067091206
mm,1.827486515
mm,1.976758966
mm,1.828572598
mm,1.112799046
mm,1.903854
mm,2.162582311
mm,1.762491698
mm,1.903568431
mm,1.686071603
mm,2.352269779
mm,2.219238223
mm,2.093449467
mm,1.783981726
mm,1.568366643
mm,1.431184198
mm,2.442070765
mm,2.311649852
mm,2.136692342
mm,1.744614697
mm,1.370361714
mm,2.460238493
mm,1.663853154
mm,2.365178565
mm,1.849905417
mm,2.303826959
mm,1.913815575
mm,2.160742288
mm,1.586527265
mm,2.255009017
mm,2.241264682
mm,2.145986936
mm,2.181603239
mm,2.15969562
mm,1.878977121
mm,2.377739485
mm,1.612081266
mm,1.952894973
mm,3.889942858
mm,4.155020704
mm,3.118309014
mm,3.401932094
mm,3.765946358
mm,4.068619418
mm,3.635578845
mm,3.536762276
mm,3.229292456
mm,3.517930578
mm,4.30723171
mm,3.618783806
mm,3.395394822
mm,3.500439506
mm,3.823943374
mm,4.123191716
mm,4.006734222
mm,3.841712455
mm,3.932050534
mm,3.896674936
mm,3.832092399
mm,3.488777442
mm,3.785964913
